id,latent_0,latent_1,latent_2,latent_3,latent_4
0t2PJIJJWlXXyAHNATNwNB,-0.99486905,-0.28562152,0.1098266,-0.77646995,-0.34884652
1u9JGgSgZUzhPdC13cTsKj,1.4947906,-0.22882873,-1.4733095,-0.805749,0.369384
1PyzBCGeF7cOtV6u7iNvNA,-0.18413289,0.71881163,-0.66923153,0.071301065,0.2583179
3lorUmWUMAslJ12l2dBMi6,-1.8688709,-1.0946975,-0.9653655,-1.2258643,0.37268606
37SClbye7IOCdtYUdlAfnq,-1.4701772,1.5853744,1.9670331,0.54721504,-1.1016096
552X4trltR09zplotHbbel,0.3104554,-1.1035675,1.9167444,-1.9947222,1.1556777
6L0bHTV6hf9UL6uCezlJCC,-0.47751018,0.94029516,0.97021425,0.78573394,-0.5035401
0ZHsC8YoNPVSsLJy2WZMdV,0.40639922,0.6815403,-0.84496206,-1.0676851,-1.2625761
2zyR8giYxRwjKngmI8GTD3,1.0186255,2.5772924,0.9968461,-0.84330744,-0.93088996
4MljR3I4OHNlB39BOdhvsf,-0.30296656,0.30146152,-0.66631895,-1.3323457,-0.40410593
7xViZs9g3vi1ITx1RjRr0a,0.49222618,3.0152042,0.46329504,0.4026319,-0.26371118
2QsZVnbWVSjKMXK6K3uRBL,0.67091155,0.20959365,-0.25036797,-0.504318,-0.4807505
1NCSa6QvClPVe7KqsqjnMn,0.5899651,-0.6997652,1.1148407,-0.012279031,-0.7226225
3rYil4c9oKuTVUBquB1izZ,1.225415,-0.22802645,1.0413722,-1.8739755,-0.7380538
7J41dYQolQJEtj3UmKLu5r,-0.6992315,-0.75199676,0.036716565,0.2585644,-0.44997108
2PSIKR8QBagtU9yVdGqbY9,0.81479937,1.4858738,-0.087014206,0.10261498,-0.2573828
0CBh4pQtYpm6vzqnUZKDsg,-2.4084764,1.791141,1.3239442,-0.708135,-1.3110358
5PCJldueshnwqQVjS16543,-0.21869372,0.19728634,0.2536704,0.19452512,-0.23422086
7i18nLcndculH8hpc7PnZ7,-1.4596527,0.8398262,0.2619221,-1.0267392,-1.7580047
2pvpgsrLLPrADZpbngZbt6,-1.279326,-0.20182526,-1.1903186,-1.0849706,0.11800167
1JQJxZ8qnkltxt7rU60Wa6,-0.9981341,-0.87989634,2.8148375,-0.28881598,-0.23463123
2gfpyDt6g0OQNWJqFm3bHB,-0.23745577,-0.7281834,0.71021414,0.7681411,-1.2674251
0UaTXy2I8q2BxRPGmFwAoY,-0.056391135,3.9665985,-2.1979804,0.24004447,0.343443
3KkxYjVDCdiLkJ2ETnrhr2,0.92538756,1.8251961,0.4349177,-0.4219494,-0.51652557
1JWd374FLuXj4ajrrwbkES,0.49752948,2.3259897,-1.2974687,0.67164683,0.2852507
78yeBO2dRjNrG8QKxtrUKe,-0.33958626,1.018144,-0.28747585,0.9682746,-1.2850732
7udo4dOBJeZEEPq8qq1646,0.22883923,1.4729885,-0.52995235,0.76911426,0.30657458
2Qd5fAcEqHWRp1EWi5zoaw,0.45615876,0.6345476,-1.4882683,0.7929531,0.13431986
3meOFjIKGSwTAjfByLL7Mf,2.227448,-0.31893048,0.5347776,-0.90498495,-0.26301166
3yrzoAPUJpmYIgfCq2VP0x,0.5753569,-0.20012641,2.2205305,1.4119782,0.32957396
6stGistBqcTj3ZpKq8aMZT,-0.045367066,-0.94513375,-0.47347382,-1.9375981,0.086733446
04MdojgLB03Ct5i8KyGwbU,0.5415065,-0.31645966,1.3645741,-1.2689224,-0.7571191
40g4gfKehGKEZXvhwZKlWa,-0.7159962,0.36263794,0.2673998,-0.85348165,1.0066171
76DvOPLBsAXSoRJkA6D4y2,0.62237346,0.39483437,0.8467528,-0.6307076,0.658973
0GhM0VDSJLxo1po5DosNiK,0.22062032,-1.1210827,-0.7294643,0.102016464,2.044261
2MAyGB3UgAbbT1Fjc7b7aA,0.6336992,0.9111749,1.2477025,1.2392602,2.1155472
6fmeXejj4CNkAQ78yao7oE,0.63642627,0.45716423,-0.7523887,-0.5703625,0.23236804
7hrrhtzmyTcULmNlYlcxJO,-0.49053907,1.7813016,0.7872974,-0.6481012,-0.10871138
6V1nOgkrGmr6Wx1x4RQ6Bc,-0.9611996,-1.9354465,-1.3360683,-0.76793885,-1.8946365
63THThIOBNIl93zs8JuAfk,-0.18915743,-0.6045508,-1.3168124,-0.29017293,0.13962525
5UhR5ud9gS6n0PgzsjZmQd,-0.25518897,-0.82370406,-1.4649625,-0.44199446,0.9208251
3IAyQMTYOsspp9p1htFSak,1.3807589,-1.0056428,-0.5284839,0.5167225,-0.25680053
5fJZwKCPUicgfqkmh1R8ES,-0.78399587,0.06953501,0.08229849,0.40555552,-1.0314825
1G7DcLzPnopdZjLkev0K4e,0.946114,-0.14439857,0.3564736,0.569904,0.71260893
7zt3bDTgxn03ZfV9xHqOs5,-0.23435575,-0.8257348,-1.4080546,0.73300844,2.5961812
2RWxrpsFshOBFwRBRstUlQ,-1.5746832,2.2562788,-0.041390076,-0.16435091,-0.6346787
77gJJRBPXayT0IfxOW1aHi,-0.4758038,0.32226336,-0.14345516,-0.19767171,-0.5093521
1VzHxyWDcs5o9SdnYLh7CE,1.595565,-1.1062666,-1.0505354,1.4763038,1.0416787
2PgMZ7bTKe3OBgHKbjYn2R,0.31693912,0.9189416,0.39401323,-0.67579955,-1.8576957
355AOdwSEsTNwRtIGVwH7C,3.6118472,-0.02677936,-0.22210288,1.7216713,1.6896569
75uGjyRfevb3LxsrpiDZK7,1.0382831,0.4126777,1.423045,0.94494313,0.30889562
0yiKQHRGC1Fy61C783IMhK,0.25898665,-1.0145599,-0.38884583,1.427856,0.88501
4I8VuiQvipBwvx0BHDUdhb,-2.5217109,-0.59605116,-0.098222345,1.6196762,1.6811296
0wL9CDiDzLa5etUVkrVvUx,0.6291982,0.30542952,2.5958865,1.0514548,-1.3319956
2FuVcWZDhSOROlPig0vZSG,0.9653447,1.9152504,-0.5930993,0.34608442,-1.0816069
5bSTfNox9emCb7oV1eXU8z,-0.7637535,-0.7841023,-0.9500581,-0.8570364,-0.73738194
2ZVwjCwdS8Fn3lku2mqX2O,1.1760101,-0.019357983,-1.2263892,0.5370929,0.61041164
1G9UeLfUy0rrLrfu8AW9In,2.867427,-1.0067207,-0.130511,2.2778754,1.5513237
6Rym3syjI9ZjTzdBFupks6,-0.69097865,-0.3243794,-0.050025705,-0.13509244,-0.6683034
0385HqYimoTQaHZP17KwG1,-1.911384,-0.4025661,-1.8939615,0.06662176,0.43558547
6VObnIkLVruX4UVyxWhlqm,-0.6917323,-0.15838134,-1.7448106,1.1549926,1.1237513
6xmfLN1386DVM7OtAF1et1,0.6576428,0.5630465,-0.38412496,1.0691066,-0.9085106
2kEKjn1NCOpv1dC3rEtxbr,0.7946812,-2.3834686,-0.8091114,0.44166213,0.2321169
5Iou7Rqg6u7MpKAa3Lna9S,0.13711186,1.4950683,0.8268506,-0.08947312,-0.5858018
5K2KULsCmTqvvV8Lz0cegk,-0.79968476,-1.8289313,1.9328434,0.13084616,1.0969718
6OoZMY1vNcYmqqzdWLRKdo,0.16415562,-1.3502835,0.74678886,-2.0966086,0.58792627
3WQVqWBuZ5eEviHYrJa3eC,0.66223854,-3.841377,-0.31881118,-1.4277906,0.7118304
7Hz87DF2VCuSVS2iO1z0Nr,1.8628545,-1.2977892,-1.3366209,1.8702587,-0.30624467
10OaEuICuFoKLq48NoMblA,0.18438494,0.92910594,-0.55324394,1.0732923,0.5580507
2NTp1e0sRMHiw368rfCGvE,-0.19783004,0.59403193,-1.2069769,1.3130072,0.33731353
0QRxJvOohS8yiGC1n98uFM,-0.041130047,0.61412126,-1.0996411,0.07969394,0.713339
6oHexA34fw1WfswjIEA1hd,-0.58693564,-0.33735308,0.5511418,-0.45213348,-0.80944276
6pLlQE4Ypn9zQBCe16UskF,0.47419223,-0.081487976,0.8084123,2.092247,-0.7566186
1GWk2MHsycvbyOFaWFiOMk,-0.24244028,1.5457635,1.0707606,1.7572014,-0.6506926
6YyMbzAUPJLaGcldbEKmXB,0.88267606,-0.462101,0.21654728,-0.40151107,-1.7712871
5yZEkyUXbyFCHzrQTH5Ssw,0.5476457,-0.7148801,1.5711595,2.1125023,-0.2126339
76raxY6tmyR6mi9xcWCFk7,-1.3486717,-2.2355027,0.99676013,0.0965277,0.49349815
4LzdggfUuKAK5zypoKnueZ,-0.08674412,0.310246,-0.19093575,-0.22609764,0.31922734
7eOG24Nx7j4nI3f9nOZTOi,1.4008133,0.07892573,-0.81459594,-0.69108546,1.3884653
6ma6Oe9PrzJsckdCebJoFM,0.37403136,-0.5589042,1.7036345,-1.2720537,-0.19790755
6GuC3CHgZ9ieTQ97kanZdO,0.71669286,-0.789387,-1.3063277,-1.4818099,-0.3143821
09B7V52vjEWVsSr5f1OfoL,0.07385161,0.4724089,-0.5754693,-1.4561825,-0.040044487
4SOMdd14MtsvtfzsYtmqcR,0.52037024,0.16687834,0.58145195,-0.9121143,-0.16084439
3oDyaLtPpORasVR7atUHIa,-0.7944685,0.1288175,0.21928126,-1.1434529,-1.8385634
2NbffhNltorifsuY5doB1l,-1.0036451,0.23341104,0.77187574,-0.8474866,-0.39734265
62vR9bMq3tP0lfyrMtpujE,-1.2325337,-1.6270646,0.5213055,0.39547125,-0.8231391
1XTQkWboabpxxyR7iMKsEJ,-0.5072705,1.3188609,1.8707274,-0.90275913,0.80752844
6UjGaeKbCidE98bpLgwIym,-0.8123305,-0.992776,0.8804555,0.503013,-1.190659
2iGIBnofyVatf7cjtyIGlI,-0.31005484,1.5736467,-0.9402703,0.432338,-0.6292803
06iMNM7Q9kX93yBKXb7K8H,-0.08526981,0.68384326,-0.5353254,0.9373376,0.9626223
6u0WV2PHrzRjLO8BtRpme7,-1.1836698,-0.31756592,0.6894169,0.25254643,-0.019424357
7oGFmPGaF5txE4cjL4HyR4,-0.5993428,0.81696635,-0.058874957,0.77372974,-0.14803667
2k0mXTwotQpZKIOIhGwekv,0.34670022,-1.3671938,0.5264881,0.11991933,1.1029502
632ikkYPSHSHA5udZeuKvk,-1.9959142,-0.28189325,0.809885,-0.19321339,0.41406977
7Id9WVdUZXIK1jchXxvRH3,-0.08764743,-0.9654695,0.44715813,0.843489,0.4929162
5IIK4FDTsmQwkNqVuKJgi7,0.52137,0.7848851,0.9641221,-0.016271964,0.14440896
6Ssx5QXWAsjruGKCQwf9Jp,-0.9229977,1.6772189,-0.05868879,-0.030282728,-0.34474924
716IzgeD9yjfCiZuG9aG4i,0.27180815,0.85039645,1.0846192,-0.90225077,1.9466438
1q0xjWLQOnAbfQa3XzhyYc,0.9197413,0.52166367,-1.5223103,0.84966743,0.2847793
2PEtWLQmzJuGzQFkkZIdP3,1.5573651,-1.8634242,-0.23834236,1.1575896,0.20955881
7Bd6JQ2Evmeuw4cPYUtcEz,-0.60490286,0.05376997,-0.2496403,1.4146321,1.9363904
071lw34NhXIV26mskQZ4MB,0.24578997,-0.54269844,-0.9100757,1.1023883,-0.644255
7uro2suZC8IiPIcTSiqhRQ,-0.6403547,-0.0534171,-0.7879188,0.028524822,-0.86228645
7idYtPogV73zodBoWqvxkf,2.7311068,-0.43559888,0.0076281326,-0.8579626,-0.6569523
74ADo1aVXYrzDDwwNcENns,0.27407804,0.023102619,-0.7536596,-1.6126996,0.96904707
7LikBkHerFGZ58QHVOKp1t,-0.5948493,-0.15382788,1.0848733,-0.27404845,0.09416648
4M0zSSz4blcDv8g4apuVfJ,-1.6024197,0.43428004,0.7726134,-1.3125312,1.5185038
1808HJ1bN6AFdP2nn5g4Up,-0.82687485,-1.4246944,0.78470594,1.4356918,0.15763831
71p7KOWeyhZ6LPKYbmCWS8,-0.6782725,1.0833887,0.8450015,-1.3439943,0.2862768
70obdDWckgwWvBYhVxUeXd,-0.71409154,0.11406939,-0.6060537,-1.1291548,-0.7668553
1YRqcHp1bIw3ca3KiKxQqY,-0.72635174,0.3539762,2.4501195,0.38929048,1.3050078
43JAvDNh6jJz1v3wKYctRh,-0.7926119,-0.057152655,1.4489102,0.14034565,-0.38879383
0TDZcR1kVgAD8hyETYhmsF,1.472206,0.40309453,-0.01959481,1.6853906,0.9074353
2wKyXv7LtoSuRMfNYogE0g,2.1464381,0.75056374,-0.056526013,0.39508244,-1.0331694
6ymkw7MT4qOCDQrQwdcoQ5,-0.2850913,-0.94614226,-1.482749,1.0552433,-0.21864706
0HmFFaG84wWgKNDQHYwJ2M,-0.0018103202,0.29900008,-1.127058,0.17402373,2.3365486
3b9ICSE1TPzWukb2A5gft7,-0.78136057,1.6029494,0.075970545,-0.90041256,0.41151494
1FUxYM0jRenOcTHxIm6D0K,0.28498513,0.3914411,0.32149702,0.13515864,-1.1897602
0FbAHgYGsdshouLbMZLgu5,0.41255352,-0.7866897,-0.7591142,-0.043005526,0.5104299
0TgI3A16uLtzA83HLNFEbB,1.8912213,-0.5235122,-0.3350061,-0.14952078,0.18395138
0SAimuqsUi5hLRR6azzkXB,-1.1355361,0.6391948,0.09688653,0.36250302,0.46718794
4VH3pEo6E9Qya7jTVu5f7c,1.207362,1.098573,1.6892706,-0.30329338,-0.33863613
67PvamcdGCmJspoBrdBY9P,-0.0808453,0.08330972,1.7482822,1.9103167,-0.5329334
7ejetzjGjeUEkPPpntCeEw,-0.1544866,-1.2917838,-0.74504757,0.39618894,0.018908251
4tRvYlp3fVxiRitQ4xplif,-0.041504536,0.07986614,0.5054571,-1.149315,1.4818162
4W2rLGQroAnAgAgZKlAgmB,0.27620205,-0.18652835,-0.1744516,0.3585456,1.2943485
2ouYsmTeWcG9leAmG99xV4,0.750179,2.0769129,-1.4159942,-0.28961992,0.09927715
4rOF3QLIHcKYQ101stNbM8,0.45489815,-1.6886481,1.0911318,-2.0515974,0.8678402
2JcO4xaahH269esriBLA1r,1.273033,-0.99083173,1.6313341,0.11880644,-1.9533277
0LBqyyCQ0Z1u1Ddxdw14wT,0.6651656,1.3582505,1.06322,0.077407055,0.55703336
4D8UordvwaW1bt5obglIFE,0.28869322,-0.09228674,-0.87105656,2.6946497,-0.48777795
0E4o64PXN4pg7AtnCmXT6B,0.6894346,0.22544909,-0.79077053,-1.3049212,0.9313206
1EYhEio5UVSDQti192HoTl,-0.3563826,-1.2715738,-0.030658262,-0.64339674,-1.1298791
0m1xMi1lEq2N6XAN10d9dW,0.46117225,0.24005651,-0.324606,1.1422695,-0.64232236
3EZ2xcVqfa0YEGRDkX6Ah2,0.05058731,2.2473967,-0.8791647,-0.46626356,0.1250845
2QWIivRKEhLlYR5gi4E4Tt,0.5987283,1.2069397,1.7606558,-0.93858904,-1.3739867
5FmDzfUxfePzVeb7hQOU7c,-1.6738033,0.5125417,-0.024840405,0.48732314,-0.38704666
0aWN6n9tFoX7QDmvmAr9h6,-0.4963533,1.0169863,0.7435809,0.63013184,1.3152242
3cTqm0BitUcKYKCbcsK0Ki,-1.074322,0.9326639,0.69426215,-0.75766146,-0.23277877
4UMcoAJgogldqeuNvv3XP4,-1.2935843,-1.3016146,-0.81143874,0.5533477,-0.8677696
3lmai1ir3A03xsmRmBc1nb,-0.838649,1.298903,0.21889734,-0.86606365,1.2076786
0Xtbh78vsVr8y6IVC57u8p,-0.9160206,-2.007851,0.83305335,-1.1228703,0.65594876
4GojRpCKRLcC2X5vBXZQDL,0.5099471,-0.68134,-2.2593212,-1.0664731,1.9079143
519fQE8TM5NsSkZyd286Md,-0.8100472,-0.9095465,0.36947054,1.5309045,-2.00668
49UJCz1FoM1ARnNwuy1Z6M,0.7007107,-0.79960084,-0.037987612,-0.70089126,0.7935362
3FUXVbi9ugVUqJ3rPrfd2G,0.48122847,0.37912995,0.6866535,0.3631498,-0.4219058
5zNzuy6GmdqkKttxT4CXRb,-1.85924,-0.09124107,-1.2636838,-1.385213,0.4552426
0Jv9kxj0dsWSiU6niHXzCU,-1.2470264,-0.6918998,1.342545,-1.1884882,-1.0529698
70DGLRJWYzfMxq5ikT077O,0.7228708,-1.3421576,0.4581167,-2.180794,0.8045495
0FxTKyVEyKkqsME9kWv6jp,0.3517005,-0.57894564,-0.7328783,-0.25966343,0.08207505
1L3NV7VrCiuE8C5QlhdeQL,0.4019351,-0.13481951,0.92521244,0.3561827,-0.8475283
0SvsOO8992w3MwkeghS7We,-0.7897263,-3.0014431,-0.5655103,0.9103841,0.6075385
46Bm6sh2zZRXdBON5QIzIu,0.33983892,-0.34528655,-0.2423893,-0.93758494,-0.6487927
0k6DnZMLoEUH8NGD5zh2SE,1.6173017,0.5756327,1.3616383,-0.272434,-0.6249803
6dRVOzSxLqRdqUjc9mctGg,1.9082403,-1.5831444,-0.9880087,-2.2778606,-0.57621753
66PijCtKX3GMQ6huKb1M0q,-1.1594905,0.204649,0.69260854,-1.5253922,0.059832554
7wT9MGMmMO9IcOjiE9u5Fg,0.8098659,-0.6159595,-0.64039767,0.95136434,0.6505098
3RpNsrSqHf3QOGz6SRLh3p,1.9985712,-0.69277936,0.25581875,0.2768895,0.20644337
6V2qozqssO8ydcVW7NPCfN,0.57504475,0.17546271,1.1393951,-0.44635573,-0.655987
77ZhzP75wx1qzhFG4P7vyt,0.3530651,0.77087075,1.3324789,0.9165227,-0.37627247
5IA5LpCFWSYuhsLiQRjV6o,0.8774678,-0.3016756,0.7165952,-0.8103785,1.137696
3PiLfzEXHrvT1oJKR8PAJt,1.9001977,1.3711091,2.6422288,-0.18210116,-1.4398528
2wt0RWfz1Nhec8ipJMDOza,0.79730445,-0.01916199,0.59999996,1.3111049,0.23649447
4hCVqLntK6ic34PxCblBas,1.1285478,-0.42355365,-0.24053508,-1.262588,0.33432636
6ejG0Ag9ZKzBBtc4Hqy63T,-0.5882201,0.17727512,-0.28571296,0.86329097,-0.25817013
3ARwSOorS8mVGxW2Vc5OYg,-0.26168054,0.79342794,0.1680198,0.4940358,0.41632092
0d8hhM0jr82YUs5HlO5N0X,-0.33135647,-0.5635084,-1.4768747,1.6520349,-1.1980898
4kRnHThFndea3ATgclWdsn,-0.98224497,-0.32333827,-0.7276182,0.6788099,0.50416666
2xwO57iQ8IpLGJ6c56nOfS,-0.10478962,-0.85569024,-1.367094,0.61955976,-0.7831874
0MCMtIL5sSDj7498vNkO1U,-0.81630737,0.94425064,1.1591908,1.695888,1.0921465
7FE5N4JJoD6qiU144EliAT,-1.6174717,-1.2148612,0.4210404,1.187615,1.3807368
6eu9LmDCh1wNRrACOjd5WE,0.40493178,-1.798833,0.5998176,-1.0881819,1.5166621
5274w0l9E7Ed644wUp8RBC,0.044744078,1.7683346,-0.66523075,-0.14469115,0.6496131
4cR8Xljm5mui3gjQZNPCWH,0.64965147,0.3335858,-0.4611469,0.27873176,-0.7442582
4MxCbaytFbDJTKHtQ0xvQt,-0.2544529,0.17582819,0.9803191,-1.4929713,0.113467276
0EY8nRkOclEg5vEgXGC6Pc,-1.6170454,1.863923,-0.5389527,-0.96430665,-0.22141868
3U1KQBZDctExr0AC8EdiZq,0.3458361,-3.3544736,0.87046945,1.249142,-0.28002027
0Mnm2JCKx5bCWsFAgfdqqz,1.9831761,1.2082505,-0.36792356,-0.82460374,0.7025174
1fYsFg3XFllo5w9oRqnCmS,0.006638835,-0.15680458,2.0431492,-2.053125,-0.7195785
29OOgPpmqIByjLPGAGRqzJ,0.5658738,0.032503776,-0.34017923,-0.34720075,-0.29441455
768BrRrKK0tlVQ91Wy62NC,-0.8157467,1.5416702,-0.2783814,0.037082247,1.6055042
3yZBd0IvE1fK3Oqs73qaIS,3.225407,1.3349515,-0.37043548,0.9442885,0.23359333
7skgsxTB8KJq26m2pImhj0,0.47286233,-1.36914,0.9731837,-0.8797674,0.08539419
4F28aoDkhpqeylIIDCgYUn,-1.0221562,0.6358663,1.2904733,-0.0812504,0.8537357
7GCug5mAcUCaxyUusiMRVT,0.45157114,-1.8488964,-1.2181507,-0.85236925,0.498219
1dXCfMqp1q2iSKvGrA8zB2,-1.4736649,0.42570662,-1.3305359,0.8925315,-1.9369199
6Peb12JB6oXRw8oxiurB3m,-0.88183576,-1.4360086,0.49323016,0.93756783,1.1035831
2iBLYHozuX023QBzh47X36,-0.016629372,-3.1145537,-1.1743017,1.6784632,-1.2663164
7xINOkxUKGpAOJsHaStyrL,0.12728317,-0.27034163,-0.1037544,-0.39038464,-0.606773
3HkThNwkcjTYJNpXmFlm3A,-2.1035264,-0.35250172,1.1237242,0.0010750991,-0.46802002
04zTmVio529e6gGh21Tcnb,0.4105687,-1.0452027,0.8830187,-0.31828406,-0.64408255
0gTFjK99HKLVJt7zyP9Z14,-0.6196933,-0.24837497,-0.5608341,-0.81380624,-2.808341
51VuW7VZrESRgljVgUoLHM,0.31970307,0.9658522,0.20921804,0.72216666,-0.6973755
3BtINlcwInWomvNWFSM8T3,-0.11190106,2.9017932,-1.5306756,0.27649447,-0.85918295
3sWv3Y47jyL0uMtbEjIsBf,0.9669069,0.57203764,-0.039556608,0.07331566,-0.27166456
1v57eoi9i6AIPRoGvY1dTM,0.8636705,0.45253816,0.43671808,1.8382413,-0.024453463
7zKN1y9ErbjLdqRvWCl561,-0.422703,-0.4346852,-0.21418326,0.42143524,1.4438348
1M03aWJlWrSYrgamwE3upQ,0.7661337,-0.1008539,-1.0621966,-0.47442016,-0.301283
6pBaKlZbanAvGN8OUNeuBa,-0.03175372,-1.6004186,0.526334,-0.77010065,-0.7656114
2zIbJ25tXsxk1wDtuZEsxz,-0.5267112,-0.5289712,0.54668456,0.59035975,-0.25574088
3EPulzj3jJ4U3KJ6iWp1nO,-0.79122686,0.9201375,-0.6623769,-0.48923096,0.5420042
5N2HPgCJtrHZwETGm91xuP,0.057117864,0.10909709,-0.023385521,1.2161984,0.3856147
4eAYIdhLES5fHdxcj2JdQK,0.32956022,-0.30896482,-0.2905761,1.2598637,-0.108624294
5dw7uXS56tQ5VQzEZvDcN9,-0.48606446,-0.5377188,0.14055485,0.7785768,-0.06943115
7GZCNHOruZsbNYIaPud5Lb,0.91764086,-0.0680616,0.8092238,0.5773595,-0.71383685
2HWWNoWEEEECwZhAiLg7ib,-0.27157557,-0.6718744,1.5586084,-1.2130028,-0.17187032
6RX5iL93VZ5fKmyvNXvF1r,0.22643095,0.2578687,-0.5523876,0.52544606,-1.6619428
3JdDBUiZ1UJv7J7RQqxEFF,0.1705418,-0.8786001,-0.29296365,-0.8350837,-0.7481986
7sk73N1SgNZweS3ozl3NXs,0.13083978,-0.5954817,-0.7631836,-0.6925106,0.3736324
1ouHuqrpM2NlyOSoQqZvSP,0.96203786,-0.6679175,-0.73382366,-0.3488412,0.08388868
0GLUBbX4daHJkT3RQHEOia,0.49871656,-0.49995092,0.5035347,0.6579465,-1.9253138
30Z84zKyyx3Hn2Af8OdwaR,1.0276127,-0.30661932,-1.4027939,-1.1437038,-0.87267774
2if8i85YH1WAVbOCM5cFuo,-0.057289205,0.31806314,1.6940044,2.48423,1.87271
3W1mdCYUHWewrVXnRsPntM,-1.3246739,0.3156879,0.3454372,-0.8544694,0.14426814
7ybhptDcHnLW7EtUNr87Uf,-2.6440368,-1.0391343,0.6930563,-0.18808262,0.65092015
5XM8AjUuP4uEWZ9XGGYLFk,0.30075932,-1.134672,0.033705607,-1.2338332,2.7495406
68thzKPaW0pzn5IxcCJd8O,0.8337239,-1.0379598,0.5818408,-0.042316385,0.95182276
423EcxblW9F4nnQkqcqMlK,-0.1489517,0.30216026,0.046376586,-0.8451284,1.0936096
5BkHkyO9PFXs1m7vSMnXp4,1.3994555,-0.69704205,-0.7543448,-1.9317943,-1.0063246
6p3RSoc1B77D6sJT4vtVZ4,-0.72221476,-0.67751175,-0.13201453,0.26311427,0.034763202
4z7Ja0RNran3XpIvc1PIQz,0.10300941,-1.8459413,-0.51580936,-2.0227597,-1.3022217
1Kd5Qj9kicqjCw1BjWRzH0,0.23629501,0.13541771,-1.5263089,-0.56944215,0.28193128
5b65LF6kBoxmkPN4Lz5mmF,1.167035,0.02593666,0.9357908,2.2522004,0.035932004
1BKTisxMw0p2l55xvMWkpo,-0.025308345,-0.07150422,-0.56973386,0.56415325,0.81273746
4Ao5ZHafrPDOIFcjMd1dER,0.89774734,-0.067599416,0.06065695,-0.33511215,0.39471292
16F7nHePq2Bs62DIPS2IIZ,0.61312425,0.13552904,-0.292953,0.11669125,-1.6771826
3VGOzKd0mi1YZ34sdNZS2W,-0.077066675,-0.9367894,-1.9593483,0.6105897,1.2519419
3DGXHKCey74H4o2s8r8DWX,1.8725516,-0.1860537,-1.8484708,-0.15345189,-0.4428335
1DPrKU9EvePcDg7v4JLmGd,0.23734267,1.4283307,-1.9281985,-0.9186536,-0.1382428
0Olsg20GTFYRUtn6rMB884,-0.28383726,-1.3420408,-1.2119269,-0.25879687,0.048512846
1Kef862HDQdZQaXpxNtHuv,0.8266644,0.6735697,0.092974015,-1.2439078,2.1969495
1IWXAWo4u0H1D0QvSpvldn,0.46976438,-1.7086457,1.4337474,-1.3711722,-1.5446689
0NNNUXLrsm8hm55TC8rlKI,0.06834655,-0.020787891,-0.66583073,0.1994124,-1.4931263
4Lt1Sds3i57cG7vCniXquK,0.988607,0.618298,-0.6190725,-0.10422964,-0.40706208
0Uqg1bHgH9dE74PJQ0dNky,1.1551459,-1.8522518,1.0098014,-1.4697573,-0.5681454
2WFbddZN4YmVnExL9dnD8e,-1.5461503,-0.9992058,-0.9361764,0.33180434,-0.8204655
5iXgjeVHBdKBgGGkgHSk3w,0.49950293,0.0054839905,0.5647108,-0.017243996,-0.056977745
6WzfcZfMLX1Q9yLzxJNJHP,-0.17667054,1.9743707,-0.5267826,2.1151223,1.8725578
7rPCq2gazvs5Z1sksvBxKn,0.26807317,-1.2868221,1.1665142,0.18400344,0.25479475
3vgX86K3R9GcZk3xqgHZK0,2.1502225,-0.3503267,-0.10995759,0.46679163,-0.47982383
24SQOR7MXh6T6HrjOiXZkJ,-1.2579684,-0.24653795,1.0676968,-1.6881821,-2.1009147
6Eg7ZRgdMUXXH9dBpsHcOu,-0.4383435,1.4640062,0.13439943,-0.7699639,-0.7693076
4rDCSfBXGNidQ3niazkF2t,-0.05798996,-0.9456212,-0.54154766,-0.91227996,-0.6553946
4QgOv5A0DdktCfq3gbFVia,-0.3733821,-0.584893,0.18168844,-0.7512675,-1.0438716
7FAo9EYSsfVaUHKtYejIBq,-0.026031744,2.5823817,-0.8424041,1.0342736,-0.1500715
3gAj0bpUzCioARkKrzT067,1.1524462,-0.5777845,-0.45799756,-1.1635758,-0.14060678
1xcyZrkGdvHsYY5S45fbuB,0.75747,-0.5004004,-0.027000245,1.1011364,-1.2245057
7LnlsUduyppO9MNV2s9FdI,0.7471879,0.5844692,1.507327,1.0620613,0.33940294
0ZOHSlPkVuf8ioKAWUwnN4,0.25313002,-0.13439247,1.0416899,-0.87571746,0.96918404
5SAhtgDPqlMIot60AXUACn,1.9691205,-0.2921889,-0.106107615,-0.08924037,0.7552534
4wAmY4acaoui0VaO5mqX16,-0.29853377,-2.8722768,0.7808198,-0.13912103,-0.3153477
5qZNHJW9IRvQ6Dr5JR473n,0.80233777,-2.9654126,-0.30856377,0.20660499,-0.75927025
1gxQhyB1Ab3SVJfLKTE2Ue,-0.5739124,-1.1035196,-0.23619649,0.85259223,0.4226268
5aVa0IJ4Q7vGBsh4Sj7K39,0.66174406,-0.05054916,0.327426,0.021014724,0.14215851
1T4cPuQXuuDO3GdZiGgjso,-2.7823906,0.88874245,0.4691826,0.7942105,-0.09833866
2H3qvwk4YuV9HdaZ1KfVpH,-0.9138535,1.1404905,0.8106272,-0.48010325,1.4972774
3k05SHvvE2wAMqpN0cDgRW,-0.25921893,-0.7650467,-0.8477123,0.6515312,-0.06387291
40WnafiYuaFJqjBz9Xd0h0,1.2436172,-0.9782516,-1.8921977,-1.4592828,-0.72627354
